genetic,length,mass,exercise,smoking,alcohol,sugar,lifespan
78,179,65,2,9,2,3,79
82,199,94,3,9,1,2,95
81,174,90,2,19,6,2,70
82,191,79,2,1,2,3,95
80,198,79,1,12,8,2,71
78,159,82,3,18,1,3,77
81,180,76,2,7,9,1,80
80,184,104,2,2,7,2,81
78,165,94,4,0,8,3,91
80,166,70,3,7,2,3,93
80,195,69,0,18,7,5,51
79,174,82,0,3,8,3,62
81,193,80,1,3,6,2,81
79,176,82,1,15,6,3,59
79,171,63,1,3,6,3,78
82,201,86,1,16,5,2,74
82,181,72,3,12,4,3,89
83,175,60,2,19,6,3,77
81,172,71,2,3,4,3,82
80,183,72,2,11,10,2,82
83,182,62,1,20,4,3,67
78,196,73,1,5,8,4,70
83,202,72,1,1,7,4,77
81,166,102,1,5,5,2,69
81,185,74,1,21,10,4,54
80,179,71,1,21,2,2,67
82,184,90,3,1,9,3,95
80,168,68,2,8,3,1,89
79,155,99,2,0,7,2,76
77,171,81,2,20,6,3,66
78,186,79,1,10,1,3,70
79,175,75,1,9,5,2,70
80,213,79,0,1,0,2,80
82,183,81,2,0,3,2,97
79,195,76,3,6,9,1,96
83,201,78,1,19,8,3,68
82,186,94,3,10,4,3,90
80,187,86,2,4,8,1,89
80,170,73,1,0,5,2,80
80,183,67,2,21,8,2,75
80,179,75,1,13,7,2,70
81,187,79,2,4,8,5,76
81,160,83,3,12,1,2,83
79,168,75,2,16,7,1,75
77,195,67,2,10,2,2,88
76,168,71,1,18,9,1,58
78,194,84,3,5,6,2,92
78,191,94,1,16,7,3,61
79,169,86,1,20,4,3,55
80,161,87,1,9,5,4,61
78,203,64,0,12,8,1,67
82,173,67,1,13,1,3,72
80,195,74,0,8,7,1,71
78,167,79,1,17,7,4,55
80,174,78,1,2,4,4,75
78,173,67,1,22,7,2,64
80,188,94,2,8,9,2,79
82,164,67,0,21,5,2,56
79,194,71,1,20,8,4,55
79,183,62,1,6,8,3,73
81,202,88,0,1,7,3,73
77,162,100,2,5,5,1,81
81,192,89,2,21,5,2,70
83,188,91,3,16,8,2,86
81,183,111,3,11,5,3,85
79,176,77,1,2,3,4,71
81,183,72,2,0,8,3,84
78,203,109,0,20,6,3,50
78,185,72,2,12,7,4,72
80,189,76,0,8,6,2,66
79,188,99,1,22,8,3,53
77,186,73,1,12,9,2,63
80,187,100,2,0,5,1,89
78,194,97,1,0,7,2,80
78,173,82,3,17,5,3,76
80,189,82,2,3,4,4,81
77,176,104,2,11,2,1,81
83,179,72,2,0,10,4,79
80,171,83,3,2,4,2,91
82,189,68,3,14,6,2,97
79,200,84,3,5,7,1,93
81,195,71,2,16,1,3,76
79,175,89,2,0,4,4,85
84,178,84,0,8,7,2,69
77,170,93,3,20,10,2,70
81,214,63,1,18,6,2,72
84,201,85,1,4,1,3,87
81,173,61,2,10,4,2,83
81,172,85,1,14,9,4,60
80,162,98,4,8,4,3,88
81,193,84,1,0,7,1,85
79,198,81,0,12,8,4,55
83,179,79,0,4,5,2,70
80,163,71,1,19,0,1,65
79,188,74,1,21,6,2,64
78,160,72,3,14,0,2,89
81,167,67,3,8,5,2,96
81,163,70,1,18,5,1,66
82,179,82,2,9,4,3,76
81,181,81,1,0,9,3,75
81,186,77,2,9,4,3,84
78,179,96,3,1,6,2,95
80,187,96,1,21,5,4,55
81,175,93,2,19,6,3,66
80,160,87,2,5,9,3,77
78,181,67,3,2,9,3,89
81,192,87,2,3,7,2,82
81,168,75,1,12,2,4,61
78,183,110,3,15,6,1,84
77,195,69,3,9,1,2,97
82,177,63,1,17,6,2,74
79,199,64,3,10,2,3,96
81,184,94,2,8,8,1,80
76,212,90,2,15,9,2,75
80,160,74,2,0,9,2,80
82,174,80,1,1,9,2,77
82,201,83,1,0,5,3,79
82,179,83,1,1,5,1,83
79,171,84,1,21,3,3,54
80,174,94,1,13,6,2,62
79,170,74,1,3,5,1,79
81,167,110,3,1,7,1,92
80,172,73,2,16,5,3,70
81,199,71,0,2,7,2,74
79,183,66,0,11,7,3,62
81,167,82,3,6,5,3,88
80,182,82,1,10,8,3,63
77,175,71,1,5,1,4,69
80,180,93,2,3,9,2,82
81,180,87,2,11,9,2,75
80,177,82,2,17,3,3,71
81,193,82,1,0,7,1,83
80,170,99,3,20,4,2,73
80,201,68,2,11,6,2,81
76,183,79,1,6,7,3,67
80,209,78,2,7,6,2,87
82,175,77,2,1,4,1,95
79,189,84,1,8,8,1,75
77,174,62,1,0,5,3,73
79,192,79,2,1,1,1,96
80,170,78,3,13,5,4,82
81,174,90,1,1,8,1,78
81,181,97,1,2,8,3,70
80,199,86,1,2,7,3,72
78,208,105,1,17,8,1,60
81,198,84,2,14,7,4,72
80,202,64,1,21,8,2,65
77,183,69,2,5,8,2,78
78,194,92,1,1,6,2,79
77,204,61,3,11,9,3,83
80,181,70,2,0,3,1,97
77,207,69,2,2,6,2,85
79,166,76,2,21,0,3,67
81,171,79,1,4,9,2,74
79,179,78,2,11,5,2,77
79,170,97,2,21,5,2,65
78,182,78,1,15,4,1,70
81,164,90,1,5,7,2,72
79,207,98,3,13,9,3,84
79,198,106,3,4,5,3,87
81,184,77,1,1,6,2,78
82,189,72,2,20,7,2,78
81,198,76,1,2,5,2,82
82,202,73,1,0,5,2,85
82,205,74,1,2,7,2,82
83,200,86,2,12,1,4,81
79,173,84,2,9,7,3,73
80,189,75,1,11,2,1,81
80,180,93,1,9,5,3,63
82,177,67,3,21,1,2,91
80,184,72,2,1,0,3,92
81,187,78,3,19,8,2,87
80,196,71,1,10,7,3,72
78,172,83,1,9,6,2,66
78,197,99,2,18,3,3,67
81,157,73,4,1,6,3,98
81,193,82,2,0,3,1,96
81,206,109,1,10,9,2,73
79,178,89,2,16,4,3,71
81,163,85,1,12,7,3,61
82,188,67,2,20,7,1,76
79,183,62,1,15,5,1,72
77,196,83,2,12,7,3,73
81,204,61,1,3,5,2,83
84,185,77,1,8,0,1,84
82,189,83,2,17,9,3,75
81,185,79,0,15,6,3,60
81,197,79,4,7,2,2,106
82,176,103,4,19,0,2,93
80,185,67,2,15,7,1,80
81,199,84,2,0,2,3,97
79,182,66,4,6,8,4,96
77,183,65,1,4,0,3,78
80,186,71,1,20,9,3,61
78,202,83,1,3,9,2,78
81,176,85,2,18,4,2,70
79,198,109,1,2,8,2,73
81,181,72,2,16,8,3,74
80,168,93,2,3,6,5,76
81,198,63,1,7,7,1,83
80,196,75,2,3,7,3,83
82,181,87,2,0,9,3,86
82,193,70,1,10,9,2,72
82,180,71,2,2,6,2,89
80,170,63,1,9,6,2,72
77,196,87,2,0,8,1,92
83,192,102,1,1,7,2,76
81,200,97,2,1,4,3,92
78,177,69,2,9,9,2,78
80,166,104,1,14,7,3,58
80,182,86,1,6,9,2,68
82,203,68,1,5,2,2,90
81,188,67,2,17,7,3,75
80,175,71,3,16,6,2,82
81,184,71,1,11,7,4,69
80,170,74,2,21,3,1,72
80,159,69,1,1,3,3,77
82,186,76,2,4,7,1,93
78,212,63,0,10,9,4,58
80,174,99,1,10,1,3,70
78,174,66,1,12,10,5,60
84,187,79,2,15,6,2,86
78,177,67,2,1,1,3,84
80,180,77,0,8,5,2,66
82,183,96,2,21,9,4,62
79,174,64,1,20,4,4,63
81,192,74,3,5,7,3,100
79,166,70,0,20,7,3,51
80,186,63,3,9,2,1,96
81,155,97,3,1,8,2,89
80,193,72,2,22,3,2,74
80,182,67,1,19,1,1,68
80,213,64,1,0,7,3,78
79,183,82,1,17,1,3,66
80,195,97,1,0,7,3,73
78,196,100,3,2,7,4,85
82,175,92,1,4,10,3,68
79,176,69,1,5,9,3,73
79,178,66,1,14,9,2,68
84,187,76,3,21,2,4,82
82,193,63,1,14,6,2,75
78,201,65,1,12,8,2,69
77,200,80,1,14,9,3,63
81,168,67,2,8,6,3,77
81,185,61,1,0,7,2,85
82,178,72,1,0,8,3,81
80,187,86,3,4,2,3,101
77,193,74,3,8,7,2,88
82,191,67,1,15,8,3,67
82,185,78,1,2,7,3,73
79,193,86,2,19,9,1,74
83,170,94,1,3,7,5,69
82,168,61,2,12,9,1,86
79,194,108,3,14,9,3,76
80,154,98,0,20,6,1,48
79,189,69,1,18,1,3,67
81,206,93,1,7,8,1,74
81,175,68,1,21,5,3,60
77,190,63,2,2,2,3,86
81,198,107,1,17,8,1,61
80,202,61,1,19,4,2,70
80,183,82,1,4,1,1,82
79,181,94,2,10,2,5,72
79,179,72,2,8,6,3,82
81,172,65,2,16,1,4,76
78,172,65,3,0,3,2,100
81,164,106,2,19,7,2,67
80,163,101,3,18,5,3,73
82,188,100,2,15,4,3,77
79,191,61,1,6,4,3,73
79,178,109,1,7,6,2,68
80,208,80,1,21,0,3,70
79,183,83,1,10,6,3,66
79,194,68,1,20,8,3,60
80,172,97,2,19,7,3,61
81,210,96,2,4,6,2,90
78,201,80,2,0,5,1,96
82,181,94,1,15,9,2,64
76,177,68,1,15,9,2,61
84,189,62,2,5,4,2,96
80,163,77,3,19,7,3,72
79,193,99,4,11,10,1,93
82,186,90,1,13,4,2,71
82,204,69,1,8,0,2,83
82,207,81,1,11,9,2,73
79,172,72,3,15,5,1,90
81,182,71,1,4,4,2,80
80,175,96,1,0,7,4,66
78,162,64,2,17,7,3,73
79,179,81,1,15,0,1,75
79,206,80,2,22,8,2,66
81,157,76,2,3,6,2,79
81,190,71,2,3,7,3,83
79,191,97,3,7,7,3,91
82,194,74,2,9,4,2,91
79,183,88,1,17,3,2,68
83,175,72,0,0,7,3,70
80,168,85,2,3,6,3,78
77,182,73,1,6,8,3,70
78,195,100,1,8,6,3,64
78,182,87,2,13,7,1,72
78,196,79,1,19,4,2,65
81,195,81,2,15,7,4,72
79,208,85,2,16,7,1,83
80,184,88,2,18,7,1,71
79,174,64,1,15,1,1,75
81,189,67,1,10,9,3,73
79,201,89,1,8,4,1,75
79,192,76,1,18,9,1,63
81,185,66,2,2,7,2,91
80,186,84,3,14,0,1,92
81,194,69,1,19,8,3,59
80,205,69,1,1,8,2,85
80,167,75,3,10,9,2,85
80,198,72,1,4,1,1,90
77,198,83,1,13,2,1,72
77,172,63,1,4,6,4,66
80,193,79,1,12,6,1,78
77,209,99,1,12,7,3,64
78,202,80,0,11,3,1,73
78,176,78,3,9,7,3,86
81,178,74,1,2,8,2,81
81,193,63,2,3,9,5,80
80,183,87,1,19,9,2,65
78,190,68,2,4,2,2,88
83,171,96,1,1,2,2,80
78,176,69,2,0,7,2,83
82,208,104,3,15,5,2,91
79,175,73,1,13,4,1,76
82,166,68,3,13,7,3,91
81,175,75,3,10,5,3,85
79,172,79,2,6,7,3,73
82,201,71,1,4,8,1,82
76,183,87,2,8,6,4,67
80,188,73,0,9,8,4,58
81,190,66,1,3,8,1,83
81,197,69,2,16,9,4,70
80,182,70,2,19,4,3,80
79,168,85,1,12,6,2,66
82,185,98,1,16,8,1,67
81,193,94,1,0,3,2,81
77,184,100,2,5,9,2,70
82,183,89,2,11,8,4,73
81,191,62,2,15,3,4,76
79,157,67,1,0,6,3,74
82,177,61,3,0,9,2,102
81,169,88,4,7,3,1,101
79,180,104,3,21,8,2,70
80,201,90,3,18,7,3,88
81,191,68,1,4,8,2,80
82,194,103,2,5,9,4,74
84,173,72,2,13,7,3,76
78,178,81,1,14,6,4,56
79,168,64,1,8,9,3,68
78,194,87,1,8,3,2,75
81,208,79,3,13,9,3,88
77,199,71,2,8,8,2,82
80,170,80,0,0,8,1,71
82,185,72,4,18,6,1,97
78,197,71,2,1,7,2,87
76,177,68,1,22,9,1,59
81,202,68,2,3,8,4,83
80,168,80,2,20,4,2,76
82,202,79,1,6,7,4,72
77,177,66,1,10,2,2,73
78,179,68,2,13,6,2,73
81,187,71,1,0,9,2,81
81,184,85,2,17,6,2,71
79,173,72,3,18,5,2,85
83,179,68,2,3,5,2,91
81,182,99,1,4,4,1,82
80,190,79,2,8,7,2,85
82,199,76,2,11,8,1,86
79,162,74,1,2,4,1,80
80,190,99,1,14,8,2,60
83,196,78,0,0,7,2,77
77,174,67,3,13,7,2,89
82,188,79,1,10,8,4,69
81,172,91,2,8,4,3,72
79,178,82,2,3,4,3,82
78,203,69,2,0,2,2,91
77,200,77,1,4,5,1,80
80,188,84,1,17,1,4,63
79,162,70,2,18,6,3,70
79,189,62,1,18,2,3,71
80,161,78,2,15,7,2,73
81,165,69,2,8,5,1,90
79,195,79,1,10,9,2,72
81,174,66,1,5,9,3,77
83,169,84,1,14,9,1,68
79,184,67,3,1,1,4,93
80,179,70,1,9,2,3,70
83,191,72,2,0,3,2,97
81,211,75,2,6,8,2,89
80,171,80,1,1,5,3,70
81,174,74,2,20,7,4,68
78,163,66,0,16,4,2,60
81,173,87,1,19,5,2,61
79,182,69,1,17,7,1,73
78,178,99,3,19,2,2,76
79,185,104,1,15,4,2,61
82,167,93,1,16,9,5,51
78,175,68,1,9,9,1,68
79,209,61,2,16,8,3,72
81,187,64,1,2,8,5,76
78,176,65,1,1,7,2,79
81,179,62,3,20,6,3,81
78,203,111,2,1,7,3,73
82,188,79,1,7,7,2,76
80,161,61,1,17,9,3,55
80,189,80,0,3,7,2,68
81,175,94,1,13,6,2,68
80,175,104,2,8,10,3,67
77,167,103,3,6,1,3,83
82,195,90,1,1,6,3,73
79,201,87,1,6,2,2,75
79,182,102,2,1,9,3,75
80,169,70,3,10,10,2,84
81,192,65,1,12,8,2,75
80,197,66,2,2,2,2,96
76,181,104,1,14,9,4,44
79,195,88,2,5,9,3,82
81,194,88,3,4,0,2,98
78,189,75,2,19,4,3,68
80,181,94,2,6,5,2,77
80,184,78,1,1,7,2,81
82,195,75,1,21,8,3,65
81,192,67,2,17,3,3,72
82,184,88,2,17,7,2,76
80,181,69,2,10,8,3,78
76,185,65,2,18,8,3,67
81,196,82,2,17,5,3,75
80,182,97,2,0,9,1,87
81,180,92,1,5,3,2,77
81,181,61,1,11,7,1,72
81,169,76,1,1,8,4,75
80,183,67,1,17,5,2,73
81,170,71,2,19,1,3,74
82,198,64,1,4,5,1,83
79,190,73,3,2,5,4,88
80,174,63,3,6,7,1,96
82,199,69,3,0,7,1,104
80,177,61,0,10,6,4,63
80,192,91,1,11,6,2,69
80,184,81,2,8,1,3,81
79,181,93,1,8,6,3,62
78,183,80,1,16,9,1,67
79,172,74,1,21,0,2,69
77,208,77,1,20,8,2,62
80,176,90,2,21,3,1,77
82,179,72,2,17,3,2,82
83,172,77,1,22,3,2,64
82,173,103,3,13,2,3,83
79,167,92,2,10,4,1,80
82,180,112,0,9,2,2,67
79,169,96,2,21,9,1,64
80,171,74,1,9,3,1,73
78,195,81,1,8,0,3,78
79,207,80,2,3,5,3,85
79,188,83,0,0,7,2,72
80,194,65,1,12,1,2,82
78,178,87,3,12,6,4,76
79,184,80,1,4,8,2,72
82,192,73,1,0,2,2,85
78,180,81,1,1,9,2,76
82,202,61,3,0,3,1,110
80,181,72,3,8,4,2,98
80,180,75,2,6,7,1,80
79,177,74,1,3,9,4,71
80,191,79,3,10,2,3,92
80,195,84,2,0,6,5,78
81,194,74,2,1,6,3,88
78,201,69,1,11,5,2,71
78,182,71,2,0,8,3,80
82,176,79,1,2,3,3,75
81,170,88,2,18,1,2,74
79,168,77,1,4,10,2,74
81,180,83,3,5,8,2,87
80,192,92,3,4,2,3,93
79,192,90,0,14,4,2,61
80,165,80,2,14,2,4,76
78,169,63,3,10,1,1,95
79,190,70,2,20,8,2,70
82,184,74,1,2,2,2,83
79,177,82,2,0,8,2,83
80,193,93,1,21,6,3,60
81,207,83,1,7,8,3,75
77,207,68,3,3,10,2,90
80,198,86,3,8,6,3,92
77,190,84,1,0,7,2,74
80,167,63,2,6,7,3,81
79,208,111,3,10,6,4,82
79,155,108,2,13,9,1,66
82,187,77,1,14,7,3,64
79,168,70,1,6,6,4,66
79,178,84,1,8,6,2,74
78,181,66,1,13,9,2,66
80,182,76,3,15,8,3,87
79,180,76,3,1,9,1,97
77,205,63,1,15,1,3,71
79,172,64,1,10,3,2,75
78,205,81,2,5,9,3,84
79,193,69,1,15,9,2,65
81,194,84,1,20,9,3,59
79,183,98,3,16,6,3,78
80,166,82,3,10,1,2,87
79,192,67,2,17,9,2,77
80,163,69,1,1,4,2,82
80,172,78,1,14,5,2,71
80,185,69,1,11,7,1,75
80,170,98,1,21,8,2,56
78,169,82,1,4,5,2,72
83,192,102,2,1,9,2,84
81,178,72,3,3,6,2,95
78,168,60,2,14,3,3,71
80,173,71,3,5,5,1,101
81,192,70,2,1,9,1,93
81,170,85,3,8,8,2,89
82,185,86,3,14,1,4,85
80,183,97,3,13,7,2,80
79,187,62,3,1,6,3,92
79,172,84,3,1,6,2,93
81,177,97,0,15,7,1,58
81,180,72,4,10,5,3,96
78,192,69,2,2,6,3,82
83,173,80,0,15,5,1,65
82,172,79,1,5,1,3,75
80,196,66,3,0,2,2,111
77,172,87,1,6,7,3,63
76,178,63,3,17,5,1,93
80,189,80,3,11,9,2,84
80,175,65,0,0,9,3,67
79,166,79,1,2,3,2,78
80,181,85,1,4,6,3,71
78,176,77,2,0,2,2,91
79,178,99,0,1,0,2,70
82,163,82,2,16,6,1,71
80,188,69,1,12,8,3,73
84,188,72,1,18,7,4,61
81,168,84,2,4,9,3,78
81,185,91,2,19,5,2,73
81,196,69,1,14,4,1,80
80,160,88,2,17,8,3,66
77,183,67,3,10,9,3,86
81,186,79,2,4,9,4,81
79,167,77,1,20,8,4,57
80,186,79,3,18,9,2,80
79,182,82,1,15,8,4,61
79,183,100,1,19,9,4,52
82,197,92,3,2,7,1,96
79,175,89,2,1,9,3,80
80,172,63,2,5,9,3,87
80,209,96,1,19,6,2,66
82,167,110,4,11,1,1,96
78,178,69,1,15,6,2,66
80,178,94,2,22,7,3,63
82,178,91,3,2,9,1,93
79,182,91,3,8,8,1,85
83,170,83,0,4,6,1,70
79,182,90,2,0,8,3,85
80,177,71,1,0,6,2,79
78,191,65,1,1,9,2,75
81,177,66,2,10,8,3,77
81,198,101,3,11,2,2,89
80,188,78,1,19,7,2,62
83,186,69,2,13,2,3,86
80,199,65,2,18,3,3,75
79,179,101,1,0,9,1,75
82,202,97,3,8,5,3,89
80,166,93,2,19,5,2,68
80,214,82,1,13,9,3,69
81,205,68,2,14,9,2,87
81,177,102,1,18,1,5,59
76,173,80,2,19,7,2,67
80,194,91,3,10,8,2,89
79,185,91,1,11,9,2,70
78,183,62,3,2,8,4,94
84,197,71,2,0,9,3,86
79,178,72,3,17,8,1,87
79,188,96,0,20,8,2,49
81,188,109,4,0,1,1,107
80,195,72,1,20,6,1,64
80,196,77,1,1,8,3,72
83,178,70,1,10,10,2,66
79,182,91,1,19,2,1,71
80,177,74,2,9,5,2,85
78,202,97,1,20,9,3,57
82,173,98,0,3,7,3,60
78,185,66,2,4,4,5,82
82,204,64,1,0,9,2,82
82,178,68,1,0,1,3,85
79,196,75,1,0,5,3,78
80,171,87,1,0,4,2,74
79,172,77,1,17,1,1,73
79,189,92,1,3,7,4,68
77,184,86,1,3,6,2,73
80,170,62,1,8,7,3,72
79,200,76,0,1,9,1,74
81,185,89,1,4,8,3,71
79,199,67,2,11,6,2,89
80,181,72,1,6,6,2,77
81,181,104,2,0,8,2,87
81,162,70,1,5,8,2,72
80,182,100,2,8,6,3,76
80,202,78,2,4,1,2,89
77,169,85,2,20,9,3,56
78,193,69,1,21,7,4,60
81,168,76,1,8,8,1,71
78,204,75,3,7,9,2,93
79,188,66,2,5,10,3,82
83,180,86,1,0,6,3,75
80,166,64,1,10,7,3,67
78,187,83,2,16,8,2,69
76,189,78,1,8,4,2,70
78,172,97,3,18,9,5,67
83,184,97,1,0,3,3,81
80,166,72,1,21,4,4,52
78,173,76,1,19,2,2,68
79,170,69,3,14,6,3,82
79,191,81,1,3,4,3,74
81,185,79,2,5,5,4,87
81,194,65,2,1,6,1,92
80,190,80,1,0,0,3,87
79,188,65,1,9,7,3,70
79,184,82,1,3,7,3,72
78,176,93,1,7,7,3,67
79,159,64,2,0,3,3,91
79,201,90,1,16,7,2,69
81,172,75,1,18,9,2,65
78,186,91,2,1,3,2,86
79,189,85,2,13,3,3,77
79,178,79,1,21,3,2,60
79,190,76,2,11,9,2,81
79,183,92,1,0,8,1,78
80,184,65,1,0,5,3,78
77,185,85,2,3,6,4,78
80,208,85,2,0,1,3,90
81,192,69,3,8,5,3,97
80,189,69,2,1,7,2,90
76,201,88,0,8,5,4,59
82,179,84,2,8,5,2,80
78,181,81,1,20,7,1,64
76,193,80,1,21,9,3,54
80,207,63,1,22,6,1,65
81,178,83,3,4,8,2,90
79,186,75,1,21,6,4,53
80,197,97,1,22,9,1,60
79,175,94,1,14,3,2,67
78,171,66,3,0,5,1,106
82,172,63,1,15,10,2,71
77,173,99,2,18,7,2,61
82,189,99,3,21,0,4,79
80,203,72,2,17,4,1,77
78,165,79,3,1,7,1,98
80,179,79,2,5,9,1,83
78,173,72,2,0,2,3,92
79,172,78,2,12,6,1,75
82,189,73,2,2,7,3,87
79,163,75,0,5,5,2,68
80,188,91,1,17,4,1,69
80,183,62,1,21,9,2,62
81,178,85,1,9,0,2,75
79,198,97,1,7,8,2,74
79,169,94,1,3,3,1,77
82,190,84,1,11,4,2,74
77,182,73,1,17,4,2,62
83,195,88,1,9,5,3,78
78,182,112,1,1,6,3,65
81,184,80,3,12,3,1,96
82,172,70,1,18,9,2,65
80,186,86,1,5,5,1,77
79,175,76,1,0,5,2,81
79,183,89,1,21,5,4,56
77,181,76,1,4,4,2,79
82,185,79,0,13,7,3,63
78,184,69,1,12,8,2,72
78,185,72,1,12,5,3,69
79,190,65,1,21,7,1,71
81,195,62,2,8,6,3,84
81,192,61,1,13,8,3,67
80,194,106,2,2,6,2,81
82,195,63,1,10,0,1,84
81,179,96,1,9,2,2,77
79,170,87,2,6,6,3,75
81,181,64,1,19,9,3,59
79,164,78,1,0,1,4,73
78,190,80,1,6,5,2,70
81,177,74,3,8,3,1,99
83,186,90,3,18,5,2,84
80,160,76,2,0,9,2,78
81,199,61,3,3,9,1,99
80,180,82,1,0,7,4,72
82,184,94,1,1,7,1,83
80,181,79,4,19,6,3,84
83,163,86,1,15,9,3,63
81,198,100,3,3,4,2,96
80,182,79,1,15,9,2,61
81,195,106,3,0,9,1,94
80,177,92,2,4,5,3,85
81,184,87,2,14,6,2,77
79,176,91,4,0,0,3,103
83,188,64,2,0,9,3,91
77,183,74,2,12,7,3,69
81,186,80,2,1,3,1,95
84,194,70,1,9,8,1,81
80,211,66,3,4,6,3,95
78,174,76,1,0,8,4,69
81,171,88,2,9,6,3,71
80,169,88,2,19,4,4,64
78,185,96,0,12,7,1,61
82,213,67,1,17,1,2,82
80,194,68,2,12,0,2,92
79,173,65,2,9,1,1,87
80,183,74,2,8,7,2,84
80,193,81,2,3,6,2,91
80,179,69,2,13,5,2,77
80,169,83,2,1,5,2,84
82,174,86,1,21,1,2,69
78,157,77,3,13,9,3,78
78,188,78,1,13,7,4,58
80,199,97,2,20,3,3,75
80,192,70,1,6,3,2,82
81,191,93,2,21,0,3,75
81,181,83,3,3,9,3,92
77,175,99,3,8,5,3,80
80,170,66,1,7,0,1,79
80,179,75,2,22,9,3,66
81,199,86,1,0,8,3,74
78,156,74,2,16,8,4,62
79,194,85,3,0,8,2,94
81,199,72,3,3,1,3,101
79,186,84,1,18,7,2,67
80,184,109,2,8,9,2,77
81,164,93,2,0,1,3,86
80,183,70,2,16,3,3,76
77,190,66,1,1,9,3,75
82,183,94,2,1,7,1,90
80,194,99,2,20,5,2,69
81,165,67,2,0,7,1,94
79,179,77,1,11,0,2,80
79,180,69,3,11,7,3,89
78,165,78,2,11,9,2,77
80,182,103,3,6,5,2,84
80,180,83,1,0,0,3,76
80,197,84,2,6,6,2,84
80,178,64,1,5,5,4,77
81,188,81,3,11,6,2,90
81,174,109,0,0,7,4,59
80,193,72,3,14,8,3,84
80,190,83,2,7,3,4,84
79,192,86,3,20,6,1,80
84,200,73,3,0,8,1,104
80,182,68,1,21,6,1,66
79,197,69,2,16,5,4,68
82,190,107,1,0,7,3,73
80,204,81,1,5,6,1,82
82,177,86,1,2,9,3,72
80,166,78,1,12,3,2,71
79,201,82,1,8,2,3,76
81,172,66,2,8,4,4,78
78,199,69,1,0,4,4,79
81,198,70,1,9,7,3,70
77,207,106,3,22,4,4,67
79,198,73,1,3,9,2,77
80,213,77,2,7,7,5,75
82,192,80,1,16,9,2,63
77,205,64,3,0,4,3,104
81,175,71,1,5,9,2,76
77,170,84,2,18,6,3,68
80,173,88,2,21,9,3,60
81,165,93,2,7,3,2,75
80,182,106,1,14,10,2,59
79,174,73,1,17,1,4,60
80,205,83,1,13,8,3,62
77,160,85,1,10,6,3,63
79,189,84,3,17,9,3,78
82,191,72,1,8,6,3,77
83,202,68,3,14,4,2,93
79,168,79,2,0,8,4,77
77,184,67,2,10,6,1,80
79,181,85,0,18,1,3,57
82,181,86,1,0,4,3,80
80,195,83,1,1,4,3,80
81,194,72,1,12,2,2,78
82,182,66,3,11,3,3,96
78,203,61,2,3,7,4,81
81,184,86,1,0,6,1,83
80,176,92,0,7,10,3,54
82,167,77,1,0,2,1,89
80,180,81,2,12,2,2,87
82,191,93,0,7,3,2,71
79,162,74,1,10,4,2,68
82,189,80,2,13,6,3,78
81,190,62,1,21,9,3,62
81,187,79,2,19,5,3,73
81,198,98,1,14,0,2,70
81,187,95,1,17,4,2,64
80,179,104,3,8,4,2,94
80,179,91,1,17,7,3,61
77,172,70,2,16,8,2,68
84,182,106,2,20,6,2,70
78,172,83,1,10,3,4,63
81,198,93,3,18,8,3,82
78,173,97,1,11,2,4,61
81,172,79,2,10,2,3,80
82,196,66,2,21,9,2,76
82,177,72,1,21,6,5,61
79,158,66,2,0,5,2,85
78,190,62,2,9,2,3,85
77,183,67,1,0,5,2,82
81,171,80,2,21,5,2,70
81,185,87,2,20,6,4,71
84,183,74,2,8,7,3,81
79,171,85,1,8,8,1,70
80,167,71,1,18,8,3,59
80,180,63,1,20,9,1,64
79,184,79,1,3,8,3,73
80,155,81,2,15,0,4,69
79,179,72,1,7,9,1,77
80,176,78,2,18,8,4,61
80,179,80,1,0,6,1,80
80,179,83,1,4,5,1,79
81,177,97,3,4,1,4,86
82,178,73,1,17,4,2,72
80,198,68,1,1,7,2,82
80,168,77,2,14,5,2,80
82,189,81,2,13,2,3,78
82,166,71,1,12,2,2,77
83,182,96,2,9,7,3,75
84,176,75,1,4,9,1,83
81,207,63,1,1,6,3,84
79,187,82,3,4,7,2,94
79,190,69,1,5,9,3,71
78,180,109,1,8,3,1,68
79,179,84,3,12,4,2,85
79,160,64,1,16,1,3,67
81,179,96,1,12,4,2,69
81,195,112,1,0,8,2,77
83,172,71,1,2,4,4,79
79,176,88,2,11,9,2,75
78,191,79,3,12,9,2,84
79,198,104,1,7,7,4,63
80,211,103,1,0,5,3,76
81,184,80,3,0,1,3,103
80,193,73,1,0,6,2,84
80,184,83,1,2,9,4,72
79,179,78,1,0,9,1,77
80,187,75,3,1,1,2,99
79,180,68,1,17,8,2,67
79,196,69,1,20,8,2,65
82,171,81,1,21,9,3,53
80,199,66,2,16,7,3,76
81,178,97,3,1,10,2,94
79,195,73,2,10,4,2,85
82,194,70,1,0,9,1,82
80,193,64,2,4,8,2,90
82,171,74,2,8,2,3,80
81,192,85,1,21,8,2,66
79,198,77,1,6,10,3,70
79,198,85,3,0,7,3,96
76,193,68,2,16,9,2,73
79,175,70,2,11,1,3,82
82,202,72,2,21,3,2,85
81,176,61,1,3,7,2,76
78,184,63,3,11,5,2,92
79,173,75,1,16,7,3,60
80,196,76,4,16,9,2,90
78,201,83,1,0,8,3,75
81,172,60,2,2,8,3,89
81,194,81,1,17,8,1,72
80,186,96,3,20,3,2,85
81,190,68,4,5,7,2,104
81,198,82,2,22,8,3,74
